"edad","reclamaciones","cobertura","salud","credito","cambio_aseguradora","actividad","conduccion","ubicacion","dependientes","ingreso","experiencia","pagos_puntuales","pagos_primas","clase1","clase2"
25,0,2,1,411,1,4,1,2,3,30878,3,85.39,12226.76,2,1
33,0,1,2,599,2,4,0,2,0,57817,18,17.36,14759.14,2,1
56,1,3,1,799,0,3,1,1,4,33917,19,49.6,13172.77,2,1
49,0,1,3,681,1,3,2,1,2,45703,5,49.39,9664.03,2,2
56,2,2,2,794,2,1,2,3,0,36333,31,66.98,15723.26,1,2
18,3,3,1,617,1,3,1,2,1,7169,18,43.99,6755.57,2,3
47,1,2,2,549,2,1,0,1,0,58244,18,19.27,11165.24,1,1
75,2,2,2,556,2,4,0,3,0,30773,32,41.48,4337.36,2,3
42,1,2,2,655,2,2,0,3,3,44496,21,19.4,17960.15,2,2
73,2,1,2,518,2,2,2,2,1,61106,4,65.82,4125.3,2,1
60,2,1,1,770,1,3,2,3,2,36526,30,41.02,11473.63,1,2
20,1,3,1,677,0,2,0,1,2,34754,33,70.69,15631.26,2,1
73,1,2,2,616,1,3,0,1,4,45926,7,61.79,16060.92,3,1
39,2,3,2,775,0,2,1,2,2,2946,19,55.38,8479.86,2,3
34,0,3,3,674,2,2,2,3,3,31362,27,75.31,5953.93,1,3
37,3,2,2,620,0,3,2,3,2,57108,27,88.28,6455.16,2,3
52,1,1,1,477,0,3,1,2,3,24791,25,22.93,7909.6,2,3
31,1,1,2,512,0,3,2,2,0,32125,34,65.97,12032.93,2,3
54,3,1,1,598,2,3,0,2,1,53545,5,25.49,16508.16,3,2
72,3,3,2,606,0,3,2,3,2,49234,0,85.75,19326.68,2,1
67,0,3,3,674,1,1,0,1,0,62757,21,96.3,6508.84,3,1
41,1,1,1,524,1,3,1,2,0,52631,3,3.07,12119.18,2,1
47,1,3,3,482,0,2,0,1,5,43091,7,7.17,4498.68,2,3
25,3,2,1,579,2,3,2,1,0,31404,6,78.51,9474.06,2,1
37,2,1,3,792,2,2,1,3,4,60794,30,54.01,9982.42,1,3
73,3,2,3,580,1,2,0,1,3,27994,3,35.83,9260.27,2,3
27,2,3,1,668,2,2,1,3,1,25381,10,3.93,7423.95,1,1
39,3,2,3,641,2,2,2,1,1,26890,2,41.76,16999.36,3,1
67,1,1,3,581,1,3,2,3,0,10865,39,68.23,13729.42,3,2
34,1,1,3,548,2,4,1,1,3,46868,32,56.45,8406.76,3,1
26,0,2,3,581,0,1,0,3,4,48353,34,43.96,1529.31,1,1
52,1,1,2,535,1,2,1,1,3,46510,37,44.74,11086.4,1,1
54,2,3,3,736,1,1,2,1,3,46019,11,93.07,6710.71,2,1
38,2,3,1,648,1,1,1,1,3,42262,25,72.74,19062.25,2,1
80,1,2,2,665,1,2,0,2,1,44404,40,26.22,12410.68,3,2
74,0,3,1,642,2,3,1,1,2,57360,9,40.45,14646.94,3,1
33,2,3,2,627,0,3,1,3,3,34672,9,54.2,16229.43,2,3
69,2,2,1,669,1,3,2,2,5,55837,29,60.67,8223.49,2,1
43,1,2,3,658,0,1,2,1,4,46343,27,14.73,12272.89,1,1
52,0,3,3,609,2,2,2,2,5,28923,36,14.2,8103.68,1,1
52,0,1,3,770,2,1,1,2,2,21898,17,9.71,12196.04,1,1
71,0,2,2,752,0,2,1,2,0,11221,30,55.74,17047.38,3,2
43,3,3,1,619,2,4,2,1,5,1536,25,14.24,8851.15,2,1
30,3,3,2,652,2,4,2,2,2,46181,37,6.82,11215.76,3,3
53,0,3,2,647,0,4,2,1,1,40301,27,67.82,2716.4,3,1
64,3,1,3,696,2,4,0,1,2,22960,32,88.47,10891.62,2,2
72,1,1,3,755,0,3,1,3,2,46633,6,90.23,19100.47,2,2
42,0,2,2,540,1,2,1,2,5,67760,9,4.65,18637.36,2,1
45,1,3,1,619,2,2,2,2,2,61529,9,15.78,9093.35,2,3
68,3,3,1,504,0,3,1,1,2,40807,6,75.28,9557.86,2,1
46,1,3,2,602,1,4,0,2,5,45236,5,32.37,5138.45,3,1
30,1,2,3,680,2,1,1,2,1,58030,34,69.72,12662.11,3,1
61,0,3,1,626,1,2,1,1,1,46878,7,7.86,7519.64,3,1
71,2,1,3,555,1,2,0,2,2,29490,36,36.22,2269.15,2,3
38,3,1,1,649,2,3,0,2,1,58512,4,18.6,3481.13,2,3
42,2,3,2,599,1,4,1,2,2,9127,5,2.16,18083.7,3,1
46,0,1,1,637,2,4,2,1,3,66912,40,26.09,14205.46,3,1
37,2,3,2,613,1,2,0,1,1,50676,3,3.76,3670.93,2,3
46,0,2,1,584,1,1,0,1,4,30693,16,87.12,391.7,2,1
30,2,2,1,772,0,2,0,1,3,57899,34,38.48,5605.38,1,1
30,2,2,1,441,1,4,1,1,4,43636,11,78.12,12372.61,2,1
52,2,3,1,648,0,3,2,1,4,48242,19,58.17,2696.18,2,1
72,0,2,2,686,2,3,2,3,1,34797,3,20.08,1096.34,2,3
69,2,2,3,607,2,2,1,1,4,50282,36,80.41,8498.99,3,1
22,3,1,1,636,2,3,2,2,1,22662,39,33.71,16972.84,2,3
73,0,3,1,653,1,1,0,1,3,38372,24,60.39,15681.06,3,1
30,0,2,2,659,2,4,2,2,5,53261,25,73.48,7739.19,3,2
40,1,3,2,648,1,4,0,2,0,21096,5,47.27,5724.7,3,3
45,0,3,1,503,0,3,2,2,1,50944,17,34.19,11452.62,2,3
61,1,1,1,831,0,4,2,3,5,37633,9,72.08,19387.68,1,2
25,2,3,3,666,0,2,2,3,0,39624,36,12.19,5076.64,2,3
79,2,2,1,615,1,1,1,3,1,37213,26,52.51,18905.76,1,2
55,1,1,3,550,0,3,1,2,5,26598,8,25.67,18698.21,3,2
41,0,2,1,743,1,4,1,3,5,39905,24,82.07,1948.09,3,3
33,2,1,3,669,1,1,0,2,1,31715,2,5.25,13665.17,1,2
28,2,2,3,699,2,1,2,2,2,28780,11,97.02,8327.02,1,1
40,0,1,3,679,2,2,1,2,4,51140,0,33.02,16330.77,1,2
47,1,2,2,752,2,2,0,2,2,35155,7,37.76,7352.85,1,1
49,0,2,2,697,0,1,0,2,4,30976,13,39.78,7867.69,1,1
44,3,3,2,648,1,3,1,2,4,31697,18,28.47,2553.86,3,3
61,3,2,1,644,1,2,1,2,5,41643,30,67.33,1305.69,2,3
65,3,2,2,728,1,2,0,3,1,14554,24,21.41,3683.96,2,3
32,2,1,3,670,0,2,0,1,0,46974,27,96.4,6319.02,2,2
18,1,3,3,606,2,4,1,2,2,50725,34,95.7,12472.76,3,1
71,0,1,1,719,1,2,0,1,1,56452,35,71.06,8739.53,2,1
61,0,2,3,614,2,4,0,2,3,44524,5,0.31,7075.65,3,1
27,1,1,1,512,2,2,0,1,3,10587,24,87.29,18074.19,2,2
39,2,3,3,872,0,4,1,1,4,14863,13,98.37,15420.03,3,1
59,1,3,3,629,1,1,1,1,1,42753,9,67.46,12025.5,3,1
53,2,2,2,616,0,2,2,1,4,14271,21,68.65,17399.26,2,1
58,3,2,3,838,1,3,2,2,3,68298,36,92.77,8669.89,3,3
42,3,3,2,808,0,2,0,3,4,6477,30,23.54,10105.84,2,3
47,0,1,1,462,1,1,1,3,2,33447,11,49.05,17407.67,2,3
75,1,1,3,625,0,3,2,1,5,53166,12,40.51,8737.85,2,2
69,0,3,2,416,0,3,0,1,3,49035,13,31.47,10997.14,2,1
54,1,1,2,592,0,2,0,2,5,53014,31,97.85,8673.06,1,2
44,1,3,2,631,0,1,0,1,5,62965,10,84.7,10490.93,2,1
26,1,2,2,629,2,4,2,2,2,51560,5,38.9,9357.83,3,2
36,2,2,3,520,0,2,0,3,0,39533,13,91.42,7460,2,3
52,3,1,3,606,2,2,1,1,3,57589,30,51.44,8523.21,1,1
51,1,1,3,632,2,1,2,3,2,27234,40,37.31,13901.1,2,3
80,0,2,1,554,2,2,2,2,4,32591,32,23.85,2272.83,3,1
40,0,2,1,624,2,3,1,1,4,10442,27,92.95,6399.06,3,2
29,2,2,1,534,1,3,0,3,4,54190,8,19.75,6433.23,3,3
32,2,3,2,371,1,1,0,1,0,72753,7,22.86,18400.75,1,1
66,2,1,1,637,0,2,2,2,4,41473,3,14.17,354.33,1,1
52,0,2,1,634,0,3,0,2,4,37752,12,67.62,11836.44,2,1
46,1,3,1,493,2,1,1,2,0,41420,29,22.43,18357.35,1,1
24,1,1,3,702,2,4,1,2,1,43102,8,35.43,12729.99,3,2
46,1,2,1,750,0,3,0,3,4,29778,3,31.09,3127.58,1,2
62,3,3,2,672,0,3,0,3,0,46907,18,77.37,5787.9,2,3
63,0,3,3,684,2,3,0,3,0,34384,29,2.12,14884.88,3,3
51,3,2,1,638,0,1,1,3,0,27248,32,52.53,18725.75,2,3
78,2,3,2,621,0,4,1,1,3,31597,3,89.21,1061.94,3,1
78,1,1,3,696,2,3,1,1,0,67085,5,83.71,157.97,3,1
26,0,1,3,593,1,4,1,2,3,40076,20,13.8,17593.23,3,2
64,3,3,3,732,2,1,1,2,4,64174,25,32.53,8808.1,1,1
70,2,3,3,618,0,1,2,3,2,47640,1,55.67,9906.11,2,3
18,1,3,3,716,0,3,0,1,2,56206,4,20.02,14606.92,3,1
27,2,2,1,860,1,4,1,3,3,59693,20,3.07,16844.92,2,1
58,3,3,2,650,0,1,0,1,4,27120,9,61.38,8695.55,2,1
58,3,2,1,583,2,3,1,1,0,47473,21,59.03,7152.16,1,2
56,2,3,1,747,0,2,0,3,1,35301,26,76.3,6928.54,2,3
67,3,1,2,599,0,4,0,1,1,17523,40,41.64,15582.33,2,2
61,0,3,2,714,2,4,2,2,2,60317,19,33.42,9633.63,3,3
73,3,1,1,596,2,4,2,2,5,31964,40,22.52,19256.99,2,1
40,2,1,2,651,0,2,2,2,4,37683,14,97.09,2752.82,2,1
23,1,1,2,669,2,3,2,3,5,27773,32,15.25,8794.37,1,3
49,0,1,1,612,2,4,2,2,4,40955,33,14.91,15058.58,3,1
56,3,3,3,824,0,3,2,3,1,60244,20,31.18,3951.47,1,2
78,3,2,1,619,2,1,0,1,3,68101,27,38.53,7868.57,1,1
33,0,1,3,650,1,2,0,3,3,50903,10,4,17089.98,3,2
43,2,2,2,718,1,3,0,1,5,35966,22,72.3,2073.11,2,1
33,1,2,2,721,2,4,2,1,1,9007,32,94.28,15350.56,1,1
19,3,1,2,663,0,2,1,2,4,36559,9,85.09,18255.53,2,2
51,2,1,1,636,1,3,2,2,1,43649,11,47.15,17950.3,3,3
31,0,1,1,751,2,4,2,3,0,30771,6,93.48,12938.13,3,1
47,1,3,2,685,0,1,2,3,2,34670,37,19.24,8663.03,2,3
45,1,2,1,750,2,4,0,2,4,-237,26,96.2,15113.32,3,3
38,1,2,3,604,0,3,1,2,4,33082,23,28.87,404.39,1,3
40,1,3,1,861,0,3,1,1,3,39137,27,41.95,4822.34,2,1
75,2,3,3,814,0,2,0,2,5,20790,21,83.73,17883.55,2,1
76,1,2,2,558,2,4,0,1,3,46778,32,47.69,5539.68,3,1
47,1,2,2,619,1,3,0,3,2,36822,33,37.88,14845.05,3,1
42,3,1,3,577,0,1,0,3,4,24213,37,19.81,11808.87,2,3
56,3,3,3,778,1,1,2,2,1,62377,33,55.29,18546.92,3,1
23,3,3,3,681,2,3,2,1,3,58834,0,37.98,2635.7,3,1
21,1,2,1,668,1,1,2,3,4,45742,31,55.19,8088.52,2,3
20,3,3,1,573,1,4,0,1,3,22927,15,69.61,7844.66,2,1
63,0,3,1,827,1,3,2,3,0,52905,5,80.36,9968.2,2,3
76,1,3,2,767,0,2,0,1,0,23100,15,36.13,17633.88,2,1
68,0,3,2,692,1,3,1,1,4,74991,31,68.83,14041.68,3,1
63,3,2,2,820,0,2,2,1,0,46644,10,33.9,12701.95,2,1
65,3,2,2,666,2,4,1,3,0,39012,40,53.72,1734.14,3,3
27,2,2,1,610,1,1,1,1,4,55028,22,94.91,12954.98,2,1
45,0,1,3,398,0,1,0,1,5,53602,25,47.86,15276.27,2,1
29,3,1,2,557,2,3,0,2,2,42915,16,70,10234.17,3,2
67,0,1,3,474,1,1,2,1,2,38484,7,13.39,17593.14,2,2
20,1,2,2,416,1,3,2,2,2,21751,3,38.92,18216.77,3,1
18,1,1,3,388,1,3,1,2,1,30499,27,96.2,4101.37,2,1
61,1,1,3,593,2,4,1,2,5,49085,5,94.66,19587.04,3,1
66,1,1,3,685,2,3,0,3,3,38475,39,33.85,7695.55,2,3
50,1,1,2,561,1,4,1,1,2,70841,1,44.57,11820.7,2,2
53,3,2,1,672,2,1,1,2,3,73353,36,74.64,2731.69,1,1
68,2,3,2,538,2,2,1,2,5,37706,30,40.49,15987.76,1,3
30,3,2,3,777,1,2,2,2,5,43453,10,88.28,458.33,2,1
67,3,2,1,525,2,2,2,3,3,25585,34,82.1,10569.84,2,3
32,2,1,2,760,1,1,0,3,5,68199,11,42.8,6686.88,1,3
30,2,1,2,628,1,1,0,3,4,22771,17,84.73,1507.71,2,1
63,1,1,3,520,2,4,1,2,0,21514,19,16.65,1107.39,2,3
47,0,3,2,700,2,4,1,2,2,30824,22,34.44,7375.59,3,1
72,0,2,3,792,0,4,2,2,4,27117,2,73.58,18673.35,2,2
35,0,2,1,628,0,2,0,2,3,39307,15,84.2,9847.92,2,1
61,3,2,2,708,2,4,1,3,5,26393,8,34.06,10801.07,3,3
67,1,2,3,650,0,3,0,2,1,25708,18,75.38,14261.91,3,2
56,2,3,2,672,0,1,1,2,2,51275,21,68.65,18841.89,2,2
43,1,1,1,620,0,1,1,3,4,33546,2,47.66,2062.29,2,3
53,1,1,1,602,0,3,1,3,5,70808,17,1.66,17132.21,1,2
53,1,1,2,563,1,2,1,1,4,51574,34,61.09,7399.72,1,1
73,1,3,2,655,1,3,2,3,3,48481,24,27.19,16196.12,3,2
74,1,1,2,559,1,3,1,2,2,37033,10,7.87,19799,2,2
20,0,3,2,697,2,4,2,1,2,41241,11,49.48,4678.77,3,1
42,1,3,3,643,0,4,2,3,5,14532,7,10.39,17716.72,3,2
28,2,1,1,432,1,1,2,2,4,4773,26,25.43,4428.02,1,3
68,3,3,1,351,1,3,2,3,1,24325,12,12.79,7583.43,2,3
47,0,1,1,470,0,2,2,3,5,24033,38,65.28,4274.04,2,3
33,3,1,3,529,0,2,0,1,3,39992,8,75.61,6937.13,2,1
64,0,3,3,594,0,3,0,2,1,10650,28,71.64,10562.76,3,2
28,3,1,3,688,1,4,1,3,0,32300,15,47.88,1652.41,2,3
55,2,2,2,521,0,4,1,2,5,46843,17,16.79,9698.44,2,3
49,0,2,1,444,0,2,0,3,3,43643,11,77.93,2409.07,2,3
48,3,3,1,680,2,2,1,1,4,45418,17,33.08,16158.09,2,1
54,2,1,3,669,2,2,0,3,0,66999,22,24.07,2490.59,1,2
19,0,1,1,573,0,1,0,1,5,37410,6,78.43,15707.43,2,3
39,3,3,1,673,1,3,2,1,4,25543,8,65.1,13621.26,2,1
34,2,1,2,615,0,3,0,1,4,55095,9,94.86,1378.72,2,1
22,3,1,1,812,1,1,2,2,0,29458,15,5.52,15634.15,1,3
68,3,1,3,631,2,2,1,1,5,8111,28,70.11,6671.06,2,1
32,2,1,3,538,1,4,0,3,3,24367,29,32.5,10013.39,3,3
68,2,3,1,735,1,4,2,3,0,32407,18,60,5802.34,3,3
49,2,1,1,738,2,3,0,3,0,41659,37,13.87,7670.24,1,3
79,3,1,2,738,1,3,2,3,0,34353,30,94.14,8127.51,3,3
52,1,2,1,728,2,1,1,2,1,21076,6,9.78,10474.72,3,3
44,2,2,3,512,2,3,2,1,3,55458,31,5.82,11558.39,3,1
39,2,1,3,686,0,4,0,3,2,39090,10,89.97,14260.09,2,2
80,0,3,3,529,0,2,2,3,3,53962,7,90,16622.36,2,3
42,3,2,1,650,0,1,1,1,4,18295,12,36.87,12234.22,2,1
32,1,1,3,652,2,4,1,2,0,49395,37,86.47,3165.15,3,1
76,2,1,3,649,0,4,0,2,1,42014,38,65.45,12359.44,2,2
52,2,3,1,575,2,1,1,3,5,49183,11,56.2,19163.47,3,3
47,0,1,1,582,0,2,2,2,4,43188,39,11.66,5621.7,2,3
51,1,2,3,577,0,1,0,3,4,50513,4,28.84,13987.49,2,3
22,1,2,3,770,0,4,0,3,1,26130,31,67.46,19956.29,2,2
22,2,2,3,509,0,1,1,3,1,31230,24,9.49,5497.71,2,3
24,0,2,3,478,1,2,0,2,5,45088,12,76.31,17238.09,3,1
19,0,3,3,717,0,4,1,3,3,59183,36,71.65,16189.26,2,3
33,1,3,2,607,1,2,0,2,0,37465,9,87,7296.02,2,1
57,1,3,2,617,0,1,0,2,0,51927,12,76.16,11994.94,2,3
40,0,3,1,806,2,2,0,2,3,70578,20,19.3,18996.2,2,1
40,3,3,1,390,2,2,1,2,5,31491,34,45.39,15511.35,1,3
41,0,1,2,556,1,2,2,2,5,43872,2,95.75,14763.08,2,1
38,3,2,1,645,0,4,2,3,2,56447,2,60.24,18306.89,2,3
35,3,2,1,714,1,2,1,2,3,63628,20,65.71,7979.19,1,1
36,3,1,3,753,1,4,2,1,1,35629,6,84.79,3759.28,3,1
26,3,2,2,788,1,1,1,3,1,21691,11,71.51,2831.44,2,3
36,2,2,3,675,0,4,0,3,3,33467,34,0.54,4299.01,2,3
79,0,2,1,706,0,4,1,2,5,25967,30,86.13,11502.17,2,1
63,2,2,1,707,1,4,2,2,0,24620,40,54.14,17585.31,2,1
36,3,1,2,778,0,2,2,2,1,35425,31,49.41,12407.44,1,2
22,1,2,3,665,0,1,1,2,5,52635,17,52.02,1338.22,2,1
62,0,3,2,702,2,1,0,2,4,38789,1,50.61,4930.32,1,1
33,0,2,2,652,0,2,1,1,2,40245,28,93.15,1642.67,3,1
56,0,2,1,709,0,3,1,3,2,31844,3,62.87,10669.46,2,3
57,0,1,3,749,1,2,0,1,5,26195,40,76.07,1153.9,1,2
49,2,2,3,650,1,4,2,2,1,58902,7,38.33,6677.64,3,2
65,1,2,2,592,0,2,0,3,5,39453,33,8.69,6053.94,1,3
32,1,3,2,542,1,4,2,1,0,36176,12,80.81,16701.39,3,1
43,3,1,1,524,1,1,0,1,1,15928,3,16.77,6629.73,3,1
37,0,1,3,538,1,1,0,3,5,43971,13,61.91,17722.02,3,1
52,0,2,2,647,0,2,1,3,4,45628,6,13.55,6271.94,2,3
72,1,3,3,524,2,2,0,1,2,15725,37,8.11,14531.05,3,1
48,3,2,3,363,0,3,0,2,0,24567,6,27.74,1274.98,2,3
78,2,2,2,814,0,3,2,2,1,31369,29,79.41,13559.29,2,1
41,0,3,1,758,1,3,1,1,4,38383,33,81.12,16226.98,3,1
34,0,2,2,651,0,2,1,3,3,24013,10,46.97,13641.54,2,3
24,0,3,1,683,1,1,2,3,4,41755,28,51.02,8282.38,2,3
74,1,2,2,658,0,4,1,2,0,61964,35,78.04,12443.65,2,2
30,3,1,3,680,2,3,2,2,0,18008,2,56.75,6493.23,3,1
52,2,1,3,630,2,4,2,3,1,5645,37,15.71,7447.14,3,3
75,1,3,3,720,2,2,0,3,0,58345,26,80.83,12720,2,1
71,1,3,1,717,0,3,1,2,1,32233,21,22.27,18086.81,1,2
30,2,2,2,852,0,2,1,2,5,69282,12,19.06,9653.39,2,3
31,3,2,2,724,0,4,0,3,5,32916,6,55.47,3086.47,2,3
21,1,3,3,885,2,4,0,1,5,31145,23,53.74,7269.94,3,1
80,0,1,3,734,1,1,1,1,3,34282,20,11.77,11177.7,1,2
42,0,3,2,822,0,3,2,1,5,33671,28,14.92,1301.3,2,3
46,0,1,3,697,0,1,0,2,0,36400,38,88.22,8849.22,2,2
70,1,1,2,660,2,1,2,3,4,29548,32,51.29,8988.2,2,3
33,3,2,2,690,0,2,0,2,4,61006,28,27.71,14808.91,2,2
58,1,1,1,800,0,1,2,1,0,44987,39,71.2,16244.39,2,1
65,0,3,3,705,0,3,1,3,2,72760,6,33.53,19096.23,3,2
26,0,1,1,734,2,4,1,3,3,29273,11,73.47,13533.08,3,1
54,0,1,1,443,1,3,0,2,5,56519,0,7.69,8453.35,2,1
71,3,3,1,621,0,3,0,3,4,36388,24,35.62,9262.75,2,3
39,3,2,1,688,2,1,0,1,2,52866,37,13.49,551.18,1,1
63,2,3,2,620,0,3,1,3,2,41221,29,74.63,18678.71,2,1
61,0,1,3,680,1,4,0,1,4,47931,10,69.61,4316.02,3,1
80,1,1,3,754,2,1,0,1,2,40603,21,34,17433.2,1,2
39,3,2,1,727,2,1,2,3,2,57374,8,79.95,17382.99,1,2
41,2,3,2,654,2,1,0,2,5,19734,15,52.66,8593.18,1,1
31,0,3,3,729,1,3,2,2,1,46894,16,23.04,8945.89,2,3
47,1,3,2,657,1,2,2,3,1,80442,12,75.44,10917.33,3,3
62,0,3,2,793,0,2,1,2,2,39772,8,84.51,14227.37,2,1
79,2,2,1,539,0,2,1,1,5,56888,14,22.34,756.28,2,1
69,0,2,1,864,2,4,0,1,0,42582,20,12.51,15800.68,2,1
64,2,2,3,495,1,1,0,2,4,36339,10,40.97,5546.98,2,1
57,2,2,1,585,1,1,1,1,1,40450,37,76.74,11213.63,2,1
62,1,1,2,696,1,2,0,2,3,24472,14,64.72,4435.12,3,1
48,1,3,3,853,2,1,2,2,5,52618,36,26.53,12274.08,3,1
72,3,1,2,623,0,3,2,3,3,50965,2,78.38,12985.09,2,3
56,1,3,2,705,0,1,2,2,0,66729,15,16.82,563.51,2,3
54,1,3,3,590,0,2,1,1,2,34464,9,85.78,7514.45,2,1
25,0,3,2,770,1,2,1,2,3,35017,15,36.71,9921.5,2,3
64,0,2,2,509,2,2,0,1,5,32857,26,34.01,483.9,1,1
31,0,1,2,705,1,3,1,3,3,57128,15,27.07,18724.33,3,2
65,2,1,2,793,1,2,2,2,2,30293,32,42.05,3155.99,1,2
18,2,1,3,752,2,2,1,1,3,18715,23,83.69,7772.31,2,1
40,2,1,2,746,0,4,0,3,3,39543,0,33.08,276.7,2,3
43,2,2,1,673,2,3,0,2,0,66103,33,62.04,17823.47,2,1
63,0,1,2,556,2,1,2,1,3,46102,28,0.49,9399.92,1,1
40,0,3,1,787,2,3,2,2,0,70270,32,5.86,16429.96,2,1
48,1,2,3,572,0,1,2,2,5,50322,24,12.58,2892.54,2,3
80,3,3,3,737,2,4,0,3,5,41051,29,9.97,8030.21,2,3
38,2,1,1,576,0,2,2,3,0,45896,12,92.11,14210.9,2,3
34,1,2,3,638,1,2,0,3,4,45751,8,86.16,17350.55,3,1
56,2,1,3,581,1,2,1,2,2,57719,21,84.65,2300.17,1,2
24,0,2,2,477,0,2,1,2,1,36260,18,74.93,4163.74,2,3
62,3,1,1,676,1,4,1,3,0,45043,28,45.13,18020.94,1,2
64,2,1,2,754,1,4,2,3,1,29768,22,96.27,2474.83,3,3
29,2,3,3,692,1,4,2,1,1,13609,7,79.39,3651.76,3,1
49,3,1,2,685,1,3,2,2,2,58579,3,67.72,19409.36,2,1
63,3,3,3,581,2,3,0,3,2,35314,13,60.92,19469.76,3,1
36,0,1,3,818,2,3,0,2,2,28538,17,80.84,17054.62,3,2
77,1,1,3,570,0,4,1,2,2,22356,4,31.83,12391.04,2,2
36,0,1,2,772,0,3,2,1,4,53579,12,74.61,10689.65,2,2
42,0,1,3,814,2,4,2,3,5,42777,3,10.02,9816.4,3,1
34,3,3,1,749,1,2,1,3,5,47420,37,40.22,15115.71,1,1
26,0,1,1,491,1,4,1,1,4,41593,21,54.26,8120.06,2,1
62,0,2,3,646,0,2,1,1,4,46290,22,44.78,6878.6,2,2
79,0,1,3,646,1,1,0,2,3,41963,28,78.55,4318.27,1,2
63,1,3,2,782,2,3,2,2,3,24208,21,21.12,4389.71,3,3
40,3,1,2,585,0,2,0,1,4,53532,20,28.47,2538.82,1,1
48,2,2,2,683,0,2,0,1,3,26061,39,48.4,19213,3,2
55,1,3,3,648,0,2,2,1,5,26800,37,16.02,18738,2,3
50,1,1,2,649,1,1,0,3,0,50517,27,92.55,12862.02,1,2
33,0,2,1,673,0,3,1,3,2,15245,34,60.1,14393.13,2,3
77,2,3,2,662,0,4,2,3,3,25607,28,25.44,6963.31,2,3
25,3,1,2,734,0,4,2,3,0,34776,22,6.81,9423.39,2,3
22,2,2,1,599,0,4,2,1,4,31610,35,40.82,8225.97,2,1
80,3,2,3,847,0,4,2,3,1,56251,27,43,14303.73,1,2
27,1,3,3,773,2,2,2,2,5,44060,24,59.24,8519.88,3,1
58,3,1,3,651,0,2,0,1,4,33164,27,51.23,9671.03,2,2
45,2,3,2,552,1,4,2,3,5,35671,24,84.76,6049.9,3,1
54,3,1,1,647,0,4,0,3,2,31761,2,66.57,11881.37,2,3
63,0,1,2,654,0,3,2,1,4,2352,8,66.59,10700.58,2,2
36,1,2,1,699,2,2,2,1,4,35778,36,93.59,548.02,3,1
50,3,3,3,644,0,1,1,2,2,44668,0,86.75,9672.56,2,1
33,3,1,1,524,0,2,0,1,4,29000,34,61.09,5147.76,2,1
23,2,1,3,814,2,1,2,1,3,22871,27,86.43,1145.64,2,1
77,0,1,1,584,1,4,0,2,5,43655,38,56.91,19080.62,2,1
69,3,2,2,556,2,4,0,3,3,23429,35,62.11,13999.59,3,3
25,3,1,1,453,1,2,2,1,0,26437,12,74.28,9866.87,2,3
42,3,1,3,506,1,3,1,3,4,39743,10,40.77,13103.72,2,2
31,2,3,2,534,0,2,1,1,3,56399,37,55.28,19214.15,2,1
48,1,2,2,636,1,2,0,1,2,63707,7,99.7,10403.67,2,1
63,3,3,1,795,1,4,0,1,0,46750,16,62.2,8990.61,3,1
42,0,1,2,632,1,2,1,1,0,56334,17,46.44,6888,2,2
25,0,2,1,683,2,2,2,1,3,75725,19,43.63,15517.82,3,2
60,3,2,1,644,2,3,1,3,0,42832,17,60.3,19235.24,1,2
72,0,3,3,834,2,3,1,3,0,34336,25,15.58,14947.29,3,3
69,2,1,2,665,0,4,1,2,2,23379,25,5.15,7813.15,3,3
41,2,3,2,704,0,3,2,3,5,44821,18,41.79,18734.76,2,3
22,3,1,1,664,2,2,0,2,3,32903,34,6.22,13279.44,3,3
31,1,2,3,547,1,1,1,3,4,28042,14,32,341.65,2,1
50,0,3,3,661,2,3,2,1,2,52172,19,83.17,7672.01,3,1
18,0,3,1,606,1,2,2,3,0,39463,20,18.34,6633.34,2,3
54,0,1,2,786,2,2,1,2,2,7583,18,87.59,18286.71,1,1
52,1,2,2,574,2,4,1,2,0,38024,4,72.13,19985.67,3,1
21,2,3,1,661,0,2,2,3,0,77564,29,52.6,5287.47,2,3
52,1,2,1,719,2,3,1,3,1,13050,24,14.94,19063.9,3,3
63,3,2,2,682,0,2,0,1,2,55142,8,77.49,112.56,2,1
35,2,1,3,597,0,1,0,3,0,38074,37,69.58,17261.57,2,2
27,1,3,2,612,0,2,1,2,3,6150,9,58.22,8266.6,2,1
29,0,3,1,767,2,4,0,1,0,39173,18,30.08,9046.13,3,1
65,1,2,1,603,1,1,0,2,2,52245,17,17.95,3632.4,2,3
20,3,2,2,696,2,3,2,2,4,24805,11,1.16,12841.71,3,1
43,1,1,3,748,2,4,2,3,1,37383,6,94.2,17009.3,3,2
29,0,3,1,685,0,4,0,3,1,38326,14,5.04,5846.09,2,3
77,2,3,2,487,1,4,0,3,2,54091,30,79.89,6625.2,3,2
54,3,3,2,732,2,2,1,1,0,34410,8,90.69,14560.78,2,1
62,2,2,1,812,1,2,2,3,5,40542,16,35.59,12745.19,1,2
25,0,3,3,687,1,4,2,1,2,34201,30,41.19,10258.84,3,1
34,1,1,2,675,2,1,2,2,4,58205,24,29.39,3900.86,1,1
22,1,1,1,704,2,2,0,1,0,52141,7,88.58,17372.72,2,1
36,1,2,2,530,0,3,2,3,2,33274,34,29.16,7589.54,2,3
55,2,3,2,632,2,4,1,1,1,38006,1,37.56,548.87,3,3
49,1,3,2,602,0,4,2,2,4,37517,17,14.53,800.29,2,3
